"id","name","unit","fill_value","display_name","standard_name","parameter_precision","parameter_function_id","parameter_function_map","data_product_identifier","description","data_level","data_product_type"
"2487","massp_sample_valve1","1","-99","Sampling Routing Valve 1 Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2488","massp_sample_valve2","1","-99","Sampling Routing Valve 2 Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2489","massp_sample_valve3","1","-99","Sampling Routing Valve 3 Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2490","massp_sample_valve4","1","-99","Sampling Routing Valve 4 Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2491","massp_ground_relay_status","1","-99","Status of the Ground Relay of All External Valves",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2492","massp_external_valve1_status","1","-99","Status of the +24V Relay for External Valve 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2493","massp_external_valve2_status","1","-99","Status of the +24V Relay for External Valve 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2494","massp_external_valve3_status","1","-99","Status of the +24V Relay for External Valve 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2495","massp_external_valve4_status","1","-99","Status of the +24V Relay for External Valve 4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2496","massp_cal_bag1_minutes","minutes","-9999","Total Time Calibration Bag 1 Has Been Used",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2497","massp_cal_bag2_minutes","minutes","-9999","Total Time Calibration Bag 2 Has Been Used",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2498","massp_cal_bag3_minutes","minutes","-9999","Total Time Calibration Bag 3 Has Been Used",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2499","massp_nafion_heater_status","1","-99","Nafion Heater Settings",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2500","massp_nafion_heater1_power","1","-99","Nafion Heater1 Power Setting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2501","massp_nafion_heater2_power","1","-99","Nafion Heater2 Power Setting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2502","massp_nafion_core_temp","degress C","-99","Nafion Core Temperature",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2503","massp_nafion_elapsed_time","seconds","-9999","Nafion Regeneration Time Elapsed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2504","massp_ion_chamber_heater_status","1","-99","Ion Chamber Heater Settings",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2505","massp_ion_chamber_heater1_status","1","-99","Ion Chamber Heater1 Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2506","massp_ion_chamber_heater2_status","1","-99","Ion Chamber Heater2 Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2507","massp_turbo_drive_current","cA","-9999","Current Used by Turbopump Motor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2508","massp_turbo_drive_voltage","cV","-9999","Voltage at Turbopump Motor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2509","massp_turbo_bearing_temperature","degrees C","-9999","Temperature of Turbopump Bearing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2510","massp_turbo_motor_temperature","degrees C","-9999","Temperature of Turbopump Bearing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2511","massp_turbo_rotation_speed","rpm","-9999","Rotational Speed of the Turbopump",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2512","massp_rga_device_id","1","empty","RGA ID String",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2513","massp_rga_electron_energy","eV","-99","Electron Energy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2514","massp_rga_ion_energy","1","-99","Ion Energy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2515","massp_rga_focus_voltage","V","-9999","Focus Plate Voltage",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2516","massp_rga_filament_emission_set","mA","-9999999","Electron Emission Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2517","massp_rga_filament_emission_actual","mA","-9999999","Actual Electron Emission Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2518","massp_rga_high_voltage_cdem","V","-9999","High Voltage CDEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2519","massp_rga_noise_floor","1","-99","Noise Floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2520","massp_rga_error_status","1","-99","Status Byte",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2521","massp_rga_steps_per_amu","count","-99","Steps Per AMU",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2522","massp_rga_initial_mass","amu","-9999","Initial Mass",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2523","massp_rga_final_mass","amu","-9999","Final Mass",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2524","massp_rga_readings_per_scan","count","-9999","Analog Scan Points",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2525","massp_scan_data","10e-16 Amps","-9999999","Array of Measurements Representing One Scan of the RGA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2526","hpies_data_valid","1","0","Data Valid",NULL,NULL,NULL,NULL,NULL,"indicates if the data is valid (CRC matches data)",NULL,NULL
"2527","hpies_ver","1","0","Version Number",NULL,NULL,NULL,NULL,NULL,"two-digit version number",NULL,NULL
"2528","hpies_type","1","empty","Data Type",NULL,NULL,NULL,NULL,NULL,"""E"" for EF data 
""C"" for calibration data 
""f"" for motor data in forward direction 
""r"" for motor data in reverse direction",NULL,NULL
"2529","hpies_dest","1","empty","Pinched Tube",NULL,NULL,NULL,NULL,NULL,"""a"" for pinching the ""A"" tubes 
""b"" for pinching the ""B"" tubes",NULL,NULL
"2530","hpies_ibeg","1","0","Index Begin",NULL,NULL,NULL,NULL,NULL,"index of first A/D buffer value",NULL,NULL
"2531","hpies_iend","1","0","Index End",NULL,NULL,NULL,NULL,NULL,"index+1 of last A/D buffer value",NULL,NULL
"2532","hpies_hcno","1","0","Half Cycle Number",NULL,NULL,NULL,NULL,NULL,"half-cycle number which increments",NULL,NULL
"2533","hpies_secs","seconds","0","Time",NULL,NULL,NULL,NULL,NULL,"current time in seconds since Jan 1, 1970",NULL,NULL
"2534","hpies_tics","1","0","Tics",NULL,NULL,NULL,NULL,NULL,"number of 40-kHz ticks after <secs>",NULL,NULL
"2535","hpies_navg_mot","1","0","Motor Samples Sum",NULL,NULL,NULL,NULL,NULL,"number of 0.025-s motor ADC samples summed",NULL,NULL
"2536","hpies_navg_ef","1","0","EF ADC Samples Sum",NULL,NULL,NULL,NULL,NULL,"number of 0.1024-s EF ADC samples summed",NULL,NULL
"2537","hpies_navg_cal","1","0","Calibration ADC Samples Sum",NULL,NULL,NULL,NULL,NULL,"number of 0.1024-s calibration ADC samples summed",NULL,NULL
"2538","hpies_stm_timestamp","seconds","0","STM Timestamp",NULL,NULL,NULL,NULL,NULL,"STM elapsed seconds since midnight Jan 1, 1970",NULL,NULL
"2539","hpies_eindex","1","0","Electric Field Sample Index",NULL,NULL,NULL,NULL,NULL,"electric field sample index",NULL,NULL
"2540","hpies_e1c","counts","0","E1c Channel Counts",NULL,NULL,NULL,NULL,"IES_HEF_L0","E1c Channel Counts","0","Unprocessed Data"
"2541","hpies_e1a","counts","0","E1a Channel Counts",NULL,NULL,NULL,NULL,"IES_HEF_L0","E1a Channel Counts","0","Unprocessed Data"
"2542","hpies_e1b","counts","0","E1b Channel Counts",NULL,NULL,NULL,NULL,"IES_HEF_L0","E1b Channel Counts","0","Unprocessed Data"
"2543","hpies_e2c","counts","0","E2c Channel Counts",NULL,NULL,NULL,NULL,"IES_HEF_L0","E2c Channel Counts","0","Unprocessed Data"
"2544","hpies_e2a","counts","0","E2a Channel Counts",NULL,NULL,NULL,NULL,"IES_HEF_L0","E2a Channel Counts","0","Unprocessed Data"
"2545","hpies_e2b","counts","0","E2b Channel Counts",NULL,NULL,NULL,NULL,"IES_HEF_L0","E2b Channel Counts","0","Unprocessed Data"
"2546","hpies_mindex","1","0","Motor Sample Index",NULL,NULL,NULL,NULL,NULL,"motor sample index",NULL,NULL
"2547","hpies_motor_current","counts","0","Motor Current Counts",NULL,NULL,NULL,NULL,NULL,"motor current -sum of counts in ADC channel",NULL,NULL
"2548","hpies_cindex","1","0","Calibration Sample Index",NULL,NULL,NULL,NULL,NULL,"calibration sample index",NULL,NULL
"2549","hpies_c1c","counts","0","E1c Channel Counts",NULL,NULL,NULL,NULL,NULL,"e1c channel counts",NULL,NULL
"2550","hpies_c1a","counts","0","E1a Channel Counts",NULL,NULL,NULL,NULL,NULL,"e1a channel counts",NULL,NULL
"2551","hpies_c1b","counts","0","E1b Channel Counts",NULL,NULL,NULL,NULL,NULL,"e1b channel counts",NULL,NULL
"2552","hpies_c2c","counts","0","E2c Channel Counts",NULL,NULL,NULL,NULL,NULL,"e2c channel counts",NULL,NULL
"2553","hpies_c2a","counts","0","E2a Channel Counts",NULL,NULL,NULL,NULL,NULL,"e2a channel counts",NULL,NULL
"2554","hpies_c2b","counts","0","E2b Channel Counts",NULL,NULL,NULL,NULL,NULL,"e2b channel counts",NULL,NULL
"2556","hpies_hcno","1","0","Half Cycle Number",NULL,NULL,NULL,NULL,NULL,"Half cycle number",NULL,NULL
"2557","hpies_hcno_last_cal","1","0","Half Cycle Number Last Calibration",NULL,NULL,NULL,NULL,NULL,"Half cycle number of last calibration",NULL,NULL
"2558","hpies_hcno_last_comp","1","0","Half Cycle Number Last Compass Value",NULL,NULL,NULL,NULL,NULL,"Half cycle number of last compass value",NULL,NULL
"2559","hpies_ofile","1","empty","Current Output Filename",NULL,NULL,NULL,NULL,NULL,"Current output filename",NULL,NULL
"2560","hpies_ifok","1","empty","File Write Status",NULL,NULL,NULL,NULL,NULL,"File write status  ""NG"" on error, ""OK"" if still appending",NULL,NULL
"2561","hpies_compass_fwrite_attempted","1","0","Compass Records",NULL,NULL,NULL,NULL,NULL,"Number of compass records written to <ofile>",NULL,NULL
"2562","hpies_compass_fwrite_ofp_null","1","0","Compass Write Attempts OFile Corrupt",NULL,NULL,NULL,NULL,NULL,"Number of attempts to write compass data when <ofile> is corrupt",NULL,NULL
"2563","hpies_mot_pwr_count","1","0","Motor Power Count",NULL,NULL,NULL,NULL,NULL,"Up/down counter of motor power on/off.  Should be zero.",NULL,NULL
"2564","hpies_start_motor_count","1","0","Start Motor Count",NULL,NULL,NULL,NULL,NULL,"Number of main service loops while motor  current is being sampled.",NULL,NULL
"2565","hpies_compass_port_open_errs","1","0","Compass Port Open Failures",NULL,NULL,NULL,NULL,NULL,"Number of failures to open the compass serial port.",NULL,NULL
"2566","hpies_compass_port_nerr","1","0","Compass Port Read Decode Errors",NULL,NULL,NULL,NULL,NULL,"This should be incremented when there are read or decode errors from the compass.  Always zero (never changed in code).   Will be fixed to indicate read error count",NULL,NULL
"2567","hpies_tuport_compass_null_count","1","0","Compass Port Closed Count",NULL,NULL,NULL,NULL,NULL,"Number of times compass port is  found closed when trying to read it.",NULL,NULL
"2568","hpies_irq2_count","1","0","IRQ2 Interrupt Count",NULL,NULL,NULL,NULL,NULL,"Number of interrupt requests on IRQ2 line of 68332.",NULL,NULL
"2569","hpies_spurious_count","1","0","Spurious Count",NULL,NULL,NULL,NULL,NULL,"Number of spurious interrupts to the 68332.",NULL,NULL
"2570","hpies_spsr_unknown_count","1","0","SPSR Unknown Count",NULL,NULL,NULL,NULL,NULL,"Number of times the SPSR register bits 5 and 6 are set.",NULL,NULL
"2571","hpies_pitperiod_zero_count","1","0","PITperiod Zero Count",NULL,NULL,NULL,NULL,NULL,"Number of times the programable interval timer (PIT) is zero.",NULL,NULL
"2572","hpies_adc_raw_overflow_count","1","0","ADC Raw Overflow Count",NULL,NULL,NULL,NULL,NULL,"Number of times the analog to digital converter circular buffer overflows.",NULL,NULL
"2573","hpies_max7317_add_queue_errs","1","0","Max7317 Add Queue Errors",NULL,NULL,NULL,NULL,NULL,"Number of times the max7317 queue overflows.",NULL,NULL
"2574","hpies_wsrun_rtc_pinch_end_nerr","1","0","Water Switch Pinch Timing Errors",NULL,NULL,NULL,NULL,NULL,"Number of times water switch pinch timing is incorrect.",NULL,NULL
"2575","hpies_ies_timestamp","seconds","0","IES Timestamp",NULL,NULL,NULL,NULL,NULL,"IES instrument time in elapsed seconds since midnight Jan 1, 1970.  Based on the Bliley oscillator - very stable",NULL,NULL
"2576","hpies_n_travel_times","1","0","Number of Travel Times",NULL,NULL,NULL,NULL,NULL,"Number of travel times should be 4 (if not, the corresponding travel time fields will not be populated)",NULL,NULL
"2577","hpies_travel_time1","10 μseconds","0","Round-Trip Acoustic Travel Time 1",NULL,NULL,NULL,NULL,"IESRATT_L0","1st Round-trip acoustic travel time (RATT) measurement in 10 μseconds.","0","Unprocessed Data"
"2578","hpies_travel_time2","10 μseconds","0","Round-Trip Acoustic Travel Time 2",NULL,NULL,NULL,NULL,"IESRATT_L0","2nd Round-trip acoustic travel time (RATT) measurement in 10 μseconds.","0","Unprocessed Data"
"2579","hpies_travel_time3","10 μseconds","0","Round-Trip Acoustic Travel Time 3",NULL,NULL,NULL,NULL,"IESRATT_L0","3rd Round-trip acoustic travel time (RATT) measurement in 10 μseconds.","0","Unprocessed Data"
"2580","hpies_travel_time4","10 μseconds","0","Round-Trip Acoustic Travel Time 4",NULL,NULL,NULL,NULL,"IESRATT_L0","4th Round-trip acoustic travel time (RATT) measurement in 10 μseconds.","0","Unprocessed Data"
"2581","hpies_pressure","0.001 dbar","0","Seafloor Pressure",NULL,NULL,NULL,NULL,"IESPRES_L0","Seafloor Pressure is a measurement of the force on the seafloor exerted by the weight of the overlying seawater column plus the weight of the atmosphere (hydrostatic plus atmospheric). This specific instance is the Level 0 unprocessed data product. Units: 0.001 dbar","0","Unprocessed Data"
"2582","hpies_temperature","mdeg_C","0","Seawater Temperature",NULL,NULL,NULL,NULL,NULL,"Seawater temperature near the sensor. Units: millidegrees Celsius",NULL,NULL
"2583","hpies_bliley_temperature","millidegrees Celsius","0","Bliley Oscillator Temperature",NULL,NULL,NULL,NULL,NULL,"Bliley oscillator temperature in millidegrees Celsius. L0 Metadata",NULL,NULL
"2584","hpies_bliley_frequency","Hz","-99999","Bliley Oscillator Frequency",NULL,NULL,NULL,NULL,NULL,"Bliley oscillator frequency in Hz. Send alert if not within 200 Hz of 4 MHz (as it probably means that the pressure data is no good). L0 Metadata",NULL,NULL
"2585","hpies_data_validity","1","0","Data Validity",NULL,NULL,NULL,NULL,NULL,"indicates CRC passed  Combined data validity for all four status lines",NULL,NULL
"2586","hpies_status_travel_times","10 μseconds","0","Status Travel Times",NULL,NULL,NULL,NULL,NULL,"list of travel times (24)",NULL,NULL
"2587","hpies_status_pressures","0.001 dbars","0","Status Pressures",NULL,NULL,NULL,NULL,NULL,"list of depths (6); pressure and temperature readings are paired in the status string",NULL,NULL
"2588","hpies_status_temperatures","0.001º Celsius","0","Status Temperatures",NULL,NULL,NULL,NULL,NULL,"list of temperature readings (6)",NULL,NULL
"2589","hpies_status_pressure_frequencies","mHz","0","Status Pressure Frequencies",NULL,NULL,NULL,NULL,NULL,"list of pressure frequencies (6)..  pressure and temperature frequencies are paired in the status string",NULL,NULL
"2590","hpies_status_temperature_frequencies","mHz","0","Status Temperature Frequencies",NULL,NULL,NULL,NULL,NULL,"list of pressure frequencies (6)",NULL,NULL
"2591","hpies_backup_battery_voltage","V","-99999","Backup Battery Voltage",NULL,NULL,NULL,NULL,NULL,"battery voltage of the backup battery",NULL,NULL
"2592","hpies_release_drain","mAmp","-99999","Release Battery Drain",NULL,NULL,NULL,NULL,NULL,"current drain on the release battery",NULL,NULL
"2593","hpies_system_drain","mAmp","-99999","System Battery Drain",NULL,NULL,NULL,NULL,NULL,"current drain on the system battery",NULL,NULL
"2594","hpies_release_battery_voltage","V","-99999","Release Battery Voltage",NULL,NULL,NULL,NULL,NULL,"release battery voltage",NULL,NULL
"2595","hpies_system_battery_voltage","V","-99999","System Battery Voltage",NULL,NULL,NULL,NULL,NULL,"system battery voltage",NULL,NULL
"2596","hpies_release_system_voltage","V","-99999","Release System Voltage",NULL,NULL,NULL,NULL,NULL,"release system +5V",NULL,NULL
"2597","hpies_internal_temperature","ºC","-99999","Internal Temperature",NULL,NULL,NULL,NULL,NULL,"internal temperature",NULL,NULL
"2598","hpies_average_travel_time","10 μseconds","-99999","Average Travel Time",NULL,NULL,NULL,NULL,NULL,"average travel time for the previous day",NULL,NULL
"2599","hpies_average_pressure","0.001 dbar","0","Average Pressure",NULL,NULL,NULL,NULL,NULL,"average pressure for the previous day",NULL,NULL
"2600","hpies_average_temperature","0.001º Celsius","0","Average Temperature",NULL,NULL,NULL,NULL,NULL,"average temperature for the previous day",NULL,NULL
"2601","hpies_last_pressure","Hz","-99999","Last Pressure",NULL,NULL,NULL,NULL,NULL,"last pressure sensor raw data value",NULL,NULL
"2602","hpies_last_temperature","Hz","-99999","Last Temperature",NULL,NULL,NULL,NULL,NULL,"last temperature sensor raw data value",NULL,NULL
"2603","hpies_ies_clock_error","Hz","-99999","IES Clock Error",NULL,NULL,NULL,NULL,NULL,"IES clock crystal error from 32768 Hz",NULL,NULL
"2604","hpies_rsn_timestamp","seconds","0","RSN Timestamp",NULL,NULL,NULL,NULL,NULL,"RSN network time in elapsed seconds since midnight Jan 1, 1970",NULL,NULL
"2605","dcl_controller_timestamp","1","empty","DCL Controller Timestamp",NULL,"0",NULL,NULL,NULL,"Timestamp from the DCL controller",NULL,NULL
"2606","pressure_depth","dbar","-9999999","Seawater Pressure",NULL,"3",NULL,NULL,NULL,"Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: dbar",NULL,NULL
"2607","velpt_pressure","dbar","-9999999","VELPT Pressure",NULL,"3",NULL,NULL,NULL,"Pressure measured by the VELPT-J instrumnet.",NULL,NULL
"2608","velocity_beam1_m_s","m s-1","-9999999","Velocity Beam1 or X or East Coordinates",NULL,"4",NULL,NULL,NULL,"velocity beam1 or X or East coordinates (m/s)",NULL,NULL
"2609","velocity_beam2_m_s","m s-1","-9999999","Velocity Beam2 or Y or North Coordinates",NULL,"4",NULL,NULL,NULL,"velocity beam2 or Y or North coordinates (m/s)",NULL,NULL
"2610","velocity_beam3_m_s","m s-1","-9999999","Velocity Beam3 or Z or Up Coordinates",NULL,"4",NULL,NULL,NULL,"velocity beam3 or Z or Up coordinates (m/s)",NULL,NULL
"2611","on_seconds","s","-9999999","Powered on Time",NULL,"4",NULL,NULL,NULL,"Powered On Time, s",NULL,NULL
"2612","year","year","0","Year",NULL,"0",NULL,NULL,NULL,"The year of the sample",NULL,NULL
"2613","day_of_year","1","0","Day of Year Number",NULL,NULL,NULL,NULL,NULL,"The day of the year of the sample",NULL,NULL
"2614","ctd_time_uint32","seconds since 1970-01-01","0","Time, CTD",NULL,"0",NULL,NULL,NULL,"Time in seconds since 1970-01-01 from a co-located CTD.",NULL,NULL
"2615","ctd_psu","1","-9999999","Practical Salinity","sea_water_practical_salinity","3",NULL,NULL,NULL,"Salinity is generally defined as the concentration of dissolved salt in a parcel of seawater. Practical Salinity is a more specific unitless quantity calculated from the conductivity of seawater and adjusted for temperature and pressure. It is approximately equivalent to Absolute Salinity (the mass fraction of dissolved salt in seawater) but they are not interchangeable. Units: unitless",NULL,NULL
"2616","ctd_temp","deg_C","-9999999","Seawater Temperature","sea_water_temperature","4",NULL,NULL,NULL,"Seawater temperature near the sensor. Units: degrees Celsius",NULL,NULL
"2617","ctd_dbar","dbar","-9999999","Seawater Pressure","sea_water_pressure","3",NULL,NULL,NULL,"Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: dbar",NULL,NULL
"2622","suspect_timestamp","1","-99","Suspect Timestamp",NULL,"0",NULL,NULL,NULL,"Flag indicating a potential inaccuracy in the timestamp. No - 0, Yes - 1",NULL,NULL
"2623","trhph_thermistor_temp","deg_C","-9999999","Thermistor Reference Temperature",NULL,"0","108","{""V_ts"": ""PD428""}","TRHPHTE_REF_L1","Thermistor Reference Temperature from TRHPH is an intermediate data product that is important for monitoring and troubleshooting the instrument. It is engineering data that should not be confused with scientific data as it does not represent a scientifically meaningful environmental temperature. Units: degrees Celsius","1","Science Data"
"2624","thsph_temp_th","deg_C","-9999999","Vent Fluid Absolute Temperature - High","temperature_high","2","99","{""tc_rawdec_H"": ""PD2264"", ""e2l_H"": ""CC_e2l_H"", ""l2s_H"": ""CC_l2s_H"", ""ts_rawdec_r"": ""PD2266"", ""l2s_r"": ""CC_l2s_r"", ""s2v_r"": ""CC_s2v_r"", ""e2l_r"": ""CC_e2l_r""}","THSPHTE-TH_L1","The Vent Fluid Absolute Temperature is the calibrated sum of the Thermocouple temperature and the Reference Thermistor temperature. This data product is a measurement of the high temperature fluid near the vent. Units: degrees Celsius","1","Science Data"
"2625","thsph_temp_tl","deg_C","-9999999","Vent Fluid Absolute Temperature - Low","temperature_low","2","100","{""tc_rawdec_L"": ""PD2265"", ""e2l_L"": ""CC_e2l_L"", ""ts_rawdec_r"": ""PD2266"", ""l2s_L"": ""CC_l2s_L"", ""l2s_r"": ""CC_l2s_r"", ""s2v_r"": ""CC_s2v_r"", ""e2l_r"": ""CC_e2l_r""}","THSPHTE-TL_L1","The Vent Fluid Absolute Temperature is the calibrated sum of the Thermocouple temperature and the Reference Thermistor temperature. This data product is a measurement of the low temperature fluid near the vent. Units: degrees Celsius","1","Science Data"
"2626","thsph_temp_tch","deg_C","-9999999","Vent Fluid Thermocouple Temperature - High","temperature_thermocouple_high","2","101","{""l2s_H"": ""CC_l2s_H"", ""tc_rawdec_H"": ""PD2264"", ""e2l_H"": ""CC_e2l_H""}","THSPHTE-TCH_L1","Vent Fluid Temperature is measured at the sample inlet of the Hydrothermal Vent Fluid In-situ Chemistry (THSPH) instrument. There are temperature measurements at two locations: one in high temperature vent fluid and one in low temperature fluid near the vent. This data product is the thermocouple temperature measurement of the high temperature vent fluid. Exact locations can be found in the metadata. Units: degrees Celsius","1",NULL
"2627","thsph_temp_tcl","deg_C","-9999999","Vent Fluid Thermocouple Temperature - Low","temperature_thermocouple_low","2","102","{""tc_rawdec_L"": ""PD2265"", ""e2l_L"": ""CC_e2l_L"", ""l2s_L"": ""CC_l2s_L""}","THSPHTE-TCL_L1","Vent Fluid Temperature is measured at the sample inlet of the Hydrothermal Vent Fluid In-situ Chemistry (THSPH) instrument. There are temperature measurements at two locations: one in high temperature vent fluid and one in low temperature fluid near the vent. This data product is the thermocouple temperature measurement of the low temperature fluid near the vent. Exact locations can be found in the metadata. Units: degrees Celsius","1",NULL
"2628","thsph_temp_int","deg_C","-9999999","Internal Board Thermistor Temperature","temperature_board_thermistor","2","103","{""l2s_b"": ""CC_l2s_b"", ""ts_rawdec_b"": ""PD2267"", ""e2l_b"": ""CC_e2l_b""}","THSPHTE-INT_L1","Thermistor temperature inside the electronics pressure housing. Units: degrees Celsius","1",NULL
"2629","thsph_temp_ref","deg_C","-9999999","Reference Thermistor Temperature","temperature_reference_thermistor","2","104","{""l2s_r"": ""CC_l2s_r"", ""ts_rawdec_r"": ""PD2266"", ""e2l_r"": ""CC_e2l_r""}","THSPHTE-REF_L1","Reference Thermistor Temperature at the electrical cold-junction in the sensor wand. Units: degrees Celsius","1",NULL
"2630","thsph_ph","1","-9999","Vent Fluid pH - Measured Chloride","vent_fluid_ph","0","110","{""counts_ysz"": ""PD2260"", ""e2l_ysz"": ""CC_e2l_ysz"", ""counts_agcl"": ""PD2261"", ""arr_agcl"": ""CC_arr_agcl"", ""arr_tac"": ""CC_arr_tac"", ""chl"": ""PD966"", ""arr_hgo"": ""CC_arr_hgo"", ""arr_tbc3"": ""CC_arr_tbc3"", ""arr_tbc2"": ""CC_arr_tbc2"", ""arr_tbc1"": ""CC_arr_tbc1"", ""e2l_agcl"": ""CC_e2l_agcl"", ""temperature"": ""PD2624""}","THSPHPH-PH_L2","In-situ pH at high temperature location, using measured [Cl-] from TRHPH and a working reference AgCl electrode. Unitless.","2","Science Data"
"2631","thsph_ph_acl","1","-9999","Vent Fluid pH - Assumed Chloride","vent_fluid_ph_agcl","0","111","{""counts_ysz"": ""PD2260"", ""e2l_ysz"": ""CC_e2l_ysz"", ""counts_agcl"": ""PD2261"", ""arr_agcl"": ""CC_arr_agcl"", ""arr_tac"": ""CC_arr_tac"", ""arr_hgo"": ""CC_arr_hgo"", ""arr_tbc3"": ""CC_arr_tbc3"", ""arr_tbc2"": ""CC_arr_tbc2"", ""arr_tbc1"": ""CC_arr_tbc1"", ""e2l_agcl"": ""CC_e2l_agcl"", ""temperature"": ""PD2624""}","THSPHPH-PH-ACL_L2","In-situ pH at high temperature location, using assumed [Cl-] from a physical sample and a working reference AgCl electrode. Unitless.","2","Science Data"
"2632","thsph_ph_noref","1","-9999","Vent Fluid pH - Measured Chloride - No Reference AgCl","vent_fluid_ph_no_reference","0","112","{""counts_ysz"": ""PD2260"", ""e2l_ysz"": ""CC_e2l_ysz"", ""temperature"": ""PD2624"", ""arr_tac"": ""CC_arr_tac"", ""chl"": ""PD966"", ""arr_hgo"": ""CC_arr_hgo"", ""arr_agclref"": ""CC_arr_agclref"", ""arr_tbc3"": ""CC_arr_tbc3"", ""arr_tbc2"": ""CC_arr_tbc2"", ""arr_tbc1"": ""CC_arr_tbc1"", ""arr_agcl"": ""CC_arr_agcl""}","THSPHPH-PH-NOREF_L2","In-situ pH at high temperature location, using measured [Cl-] from TRHPH and a derived value for the AgCl electrode. Unitless.","2","Science Data"
"2633","thsph_ph_noref_acl","1","-9999","Vent Fluid pH - Assumed Chloride - No Reference AgCl","vent_fluid_ph_no_reference_agcl","0","113","{""counts_ysz"": ""PD2260"", ""e2l_ysz"": ""CC_e2l_ysz"", ""temperature"": ""PD2624"", ""arr_tac"": ""CC_arr_tac"", ""arr_hgo"": ""CC_arr_hgo"", ""arr_agclref"": ""CC_arr_agclref"", ""arr_tbc3"": ""CC_arr_tbc3"", ""arr_tbc2"": ""CC_arr_tbc2"", ""arr_tbc1"": ""CC_arr_tbc1"", ""arr_agcl"": ""CC_arr_agcl""}","THSPHPH-PH-NOREF-ACL_L2","In-situ pH at high temperature location, using an assumed [Cl-] from a physical sample and a derived value for the AgCl electrode. Unitless.","2","Science Data"
"2634","thsph_sulfide","mmol kg-1","-9999999","Hydrogen Sulfide Concentration","hydrogen_sulfide_concentration","4","114","{""arr_eh2sg"": ""CC_arr_eh2sg"", ""counts_hs"": ""PD2263"", ""arr_logkfh2g"": ""CC_arr_logkfh2g"", ""e2l_ysz"": ""CC_e2l_ysz"", ""arr_yh2sg"": ""CC_arr_yh2sg"", ""temperature"": ""PD2624"", ""counts_ysz"": ""PD2260"", ""arr_hgo"": ""CC_arr_hgo"", ""e2l_hs"": ""CC_e2l_hs""}","THSPHHS-H2S_L2",NULL,"2","Science Data"
