id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type
1998,vel3d_k_beams_coordinate,bit mask,,Beams & Coordinate System,,0,,,,Beams & coordinate system,ENG,Engineering
1999,vel3d_k_cell_size,counts,,Cell Size,,,,,,Cell size,ENG,Engineering
2000,vel3d_k_blanking,counts,,Blanking,,,,,,Blanking,ENG,Engineering
2001,vel3d_k_velocity_range,counts,,Velocity Range,,0,,,,Velocity range,ENG,Engineering
2002,vel3d_k_battery_voltage,counts,,Battery Voltage,,0.1,,,,Battery voltage,ENG,Engineering
2003,vel3d_k_mag_x,counts,,Magnetometer x-axis,,0,,,,Magnetometer x-axis,AUX,Auxiliary
2004,vel3d_k_mag_y,counts,,Magnetometer y-axis,,0,,,,Magnetometer y-axis,AUX,Auxiliary
2005,vel3d_k_mag_z,counts,,Magnetometer z-axis,,0,,,,Magnetometer z-axis,AUX,Auxiliary
2006,vel3d_k_acc_x,counts,,Accelerometer x-axis,,0,,,,Accelerometer x-axis,AUX,Auxiliary
2007,vel3d_k_acc_y,counts,,Accelerometer y-axis,,0,,,,Accelerometer y-axis,AUX,Auxiliary
2008,vel3d_k_acc_z,counts,,Accelerometer z-axis,,0,,,,Accelerometer z-axis,AUX,Auxiliary
2009,vel3d_k_ambiguity,counts,,Ambiguity Velocity,,0.1,,,,Ambiguity velocity,ENG,Engineering
2010,vel3d_k_data_set_description,bit mask,,Data Set Description,,0,,,,Data set description,ENG,Engineering
2011,vel3d_k_transmit_energy,counts,,Transmit Energy,,0,,,,Transmit energy,ENG,Engineering
2012,vel3d_k_power_level,counts,,Power Level,,0,,,,Power Level,ENG,Engineering
2013,vel3d_k_corr0,counts,,Correlation 0- 0-100,,0,,,,Correlation 0- 0-100,AUX,Auxiliary
2014,vel3d_k_corr1,counts,,Correlation 1- 0-100,,0,,,,Correlation 1- 0-100,AUX,Auxiliary
2015,vel3d_k_corr2,counts,,Correlation 2- 0-100,,0,,,,Correlation 2- 0-100,AUX,Auxiliary
2016,vel3d_k_str_id,counts,,String ID- 0-15,,0,,,,String ID- 0-15,ENG,Engineering
2017,vel3d_k_string,1,,String,,,,,,String,ENG,Engineering
2021,sensor_available_speed,1,,Sensor Available Speed,,0,,,,False = sensor not available- True = sensor installed/available,ENG,Engineering
2027,wfp_decimation_factor,1,,Decimation Factor,,0,,,,C file decimation factor,ENG,Engineering
2028,trhph_system_info,1,,High Level System Information,,,,,,Standard string that indicates high-level system information.,ENG,Engineering
2029,trhph_eprom_status,1,,Eprom Memory Status,,0,,,,Indicates Eprom Memory has been setup with parameters. 0 = not ready- 1 = ready to use.,ENG,Engineering
2030,trhph_cycle_time,counts,,Cycle Time,,0,,,,"The time in seconds or minutes to cycle between data points. For units- please refer to the engineering data product ""Cycle Time Units""",ENG,Engineering
2031,trhph_cycle_time_units,1,,Cycle Time Units,,,,,,Defines whether cycle time will be in minutes or seconds (0=seconds- 1=minutes),ENG,Engineering
2032,trhph_power_control_word,counts,,Power Control Word,,0,,,,Indicates the power on/off state for the collection of sensors. (Power Control Word = 1 + 2 + 4 + 16 + 32 = 55 if all on),ENG,Engineering
2033,trhph_res_power_status,1,,Resistivity Sensor Power Status,,0,,,,Toggles power on/off to the resistivity sensor (0 = Off- 1 = On),ENG,Engineering
2034,trhph_thermo_hydro_amp_power_status,1,,Instrumentation Amp Power Status,,0,,,,Toggles power on/off to the instrumentation amp (0 = Off- 1 = On),ENG,Engineering
2035,trhph_eh_amp_power_status,1,,eH Isolation Amp Power Status,,0,,,,Toggles power on/off to the eH isolation amp (0 = Off- 1 = On),ENG,Engineering
2036,trhph_hydro_sensor_power_status,1,,Hydrogen Sensor Power Status,,0,,,,Toggles power on/off to the hydrogen sensor (0 = Off- 1 = On),ENG,Engineering
2037,trhph_ref_temp_power_status,1,,Reference Temperature Sensor Power Status,,0,,,,Toggles power on/off to the reference temp sensor (0 = Off- 1 = On),ENG,Engineering
2038,trhph_metadata_on_powerup,1,,Metadata at Startup,,0,,,,Toggles display of metadata at startup (0 = No Print on Powerup- 1 = Print),ENG,Engineering
2039,trhph_metadata_on_restart,1,,Metadata at Restart,,0,,,,Toggles display of metadata at restart (0 = No Print on Restart Data- 1 = Print),ENG,Engineering
2040,spkir_a_firmware_version,1,,Firmware Version,,0,,,,SPKIR-A firmware version,ENG,Engineering
2043,number_measurements_per_reported_value,counts,,Number of Measurements per Value,,0,,,,Number ofæmeasurements for each reported value.,ENG,Engineering
2044,number_of_reported_values_per_packet,counts,,Number of Values per Packet,,0,,,,Number of individual measurements in each packet. 0 is continuous operation.,ENG,Engineering
2045,measurement_1_dark_count_value,counts,,Measurement 1 (Scattering) Dark Count Value,,0,,,,Measurement 1 dark count value for calculating engineering unit output.,ENG,Engineering
2046,measurement_2_dark_count_value,counts,,Measurement 2 (Chlorophyll) Dark Count Value,,0,,,,Measurement 2 dark count value for calculating engineering unit output.,ENG,Engineering
2047,measurement_3_dark_count_value,counts,,Measurement 3 (CDOM) Dark Count Value,,,,,,Measurement 3 dark count value for calculating engineering unit output.,ENG,Engineering
2048,measurement_1_slope_value,m-1 sr-1 counts-1,,Measurement 1 (Scattering) Scale Factor,,0,,,,Measurement 1 slope value used for calculating engineering unit output.,ENG,Engineering
2049,measurement_2_slope_value,ug L-1 counts-1,,Measurement 2 (Chlorophyll) Scale Factor,,0,,,,Measurement 2 slope value used for calculating engineering unit output.,ENG,Engineering
2050,measurement_3_slope_value,ppb counts-1,,Measurement 3 (CDOM) Scale Factor,,0,,,,Measurement 3 slope value used for calculating engineering unit output.,ENG,Engineering
2051,predefined_output_sequence,mode,,Predefined Output Sequence,,0,,,,Selects which of the pre-defined output sequences to use when outputting data.,ENG,Engineering
2052,baud_rate,Bd,,Baud Rate,,0,,,,Baud rate for instrument communications.,ENG,Engineering
2053,number_of_packets_per_set,counts,,Number of Packets per Set,,0,,,,Number of packets in a set. 0 results in the stored configuration repeating continuously.,ENG,Engineering
2054,recording_mode,mode,,Recording Mode,,0,,,,Enables or disables data recording to internal memory.,ENG,Engineering
2055,manual_mode,mode,,Manual Mode,,0,,,,Enables or disables manual start time.,ENG,Engineering
2056,sampling_interval,1,,Sampling Interval in hhmmss,,0,,,,Time from the start of one packet to the start of the next packet in a set in hhmmss,ENG,Engineering
2057,date,1,,Date in ddmmyy,,0,,,,Date in the Real Time Clock.,ENG,Engineering
2058,clock,1,,Time in hhmmss,,0,,,,Time in the Real Time Clock.,ENG,Engineering
2059,manual_start_time,1,,Manual Start Time in hhmmss,,0,,,,Manual start time in hhmmss.,ENG,Engineering
2060,internal_memory,bytes,,Internal Memory,,0,,,,Amount of internal memory.,ENG,Engineering
2061,pco2w_battery_voltage,counts,,Battery Voltage,,0,,,,Vbat = Arg*5*3/4096 from 'PCO2W_Low_Level_SAMI_Use-1.pdf' document.,ENG,Engineering
2062,pco2w_thermistor_voltage,counts,,Thermistor Voltage,,0,,,,"V = 4096 * Thermistor Res/(Thermistor Res+17.4K) from ""PCO2W_Low_Level_SAMI_Use-1.pdf"" document.",ENG,Engineering
2066,sensor_source_temperature_eu,1,,Transducer Temperature Sensor Source,,0,,,,False = use manual command settings- True = use internal/external sensor for source.,ENG,Engineering
2067,sensor_available_temperature_eu,1,,Temperature sensor installed,,0,,,,False = sensor not available- True = sensor installed/available,ENG,Engineering
2068,bit_error_number,1,,BIT Error Number,,0,,,,Results of the ExplorerDVL's built-in test function. A zero code indicates a successful BIT result  Result of BIT. Zero indicates no fault.,ENG,Engineering
2069,bit_error_count,counts,,Number of BIT errors,,0,,,,Number of BIT errors,ENG,Engineering
2070,sysconfig_beam_angle,1,,Beam Angle - type,,0,,,,System configuration for beam angle- 0 = 15E- 1 = 20E- 2 = 30E- 4 = Other,ENG,Engineering
2071,sysconfig_beam_config,1,,Beam Configuration - type,,0,,,,System configuration for beam configuration- 4 = 4-Beam Janus- 5 = 5-Beam Janus DEMOD- 15 = 5-Beam Janus 2DEMOD,ENG,Engineering
2073,id,counts,,Identification,,0,,,,,ENG,Engineering
2074,channels,counts,,List of Channel Dicts,,0,,,,,ENG,Engineering
2075,db,counts,,DB pointer - list of ints,,0,,,,,ENG,Engineering
2076,dfile,1,,Data File,,,,,,,ENG,Engineering
2077,pf,1,,Parameter File,,,,,,,ENG,Engineering
2078,srcname,1,,Source Name Parts,,,,,,,ENG,Engineering
2079,string,1,,Arbitrary String Data,,,,,,,ENG,Engineering
2080,packet_time,counts,,Packet Timestamp,,4,,,,,AUX,Auxiliary
2081,type,1,,Packet Type,,,,,,,ENG,Engineering
2082,version,counts,,Packet Version,,0,,,,,ENG,Engineering
2083,calib,counts,,Calibration,,4,,,,,AUX,Auxiliary
2084,calper,counts,,Calper,,4,,,,,ENG,Engineering
2085,chan,1,,Channel code,,,,,,,ENG,Engineering
2086,cuser1,1,,User-defined Field 1,,,,,,,ENG,Engineering
2087,cuser2,1,,User-defined Field 2,,,,,,,ENG,Engineering
2088,data,counts,,Data - first element determines type,,20,,,,Data - first element determines type,ENG,Engineering
2089,duser1,counts,,User-Defined Field 1,,20,,,,,ENG,Engineering
2090,duser2,counts,,User-Defined Field 2,,20,,,,,ENG,Engineering
2091,iuser1,counts,,User-Defined Field 1,,20,,,,,ENG,Engineering
2092,iuser2,counts,,User-Defined Field 2,,20,,,,,ENG,Engineering
2093,iuser3,counts,,User-Defined Field 3,,20,,,,,ENG,Engineering
2094,loc,1,,Location Code,,,,,,,AUX,Auxiliary
2095,net,1,,Network Code,,,,,,,AUX,Auxiliary
2096,nsamp,counts,,Number of Samples,,0,,,,,ENG,Engineering
2097,samprate,counts,,Sample Rate,,4,,,,,AUX,Auxiliary
2098,segtype,1,,Segment Type,,,,,,,ENG,Engineering
2099,sta,1,,Station Code,,,,,,,AUX,Auxiliary
2100,channel_time,counts,,Channel Timestamp,,4,,,,,AUX,Auxiliary
2101,suffix,1,,Suffix code,,,,,,,ENG,Engineering
2102,subcode,counts,,Subcode,,1,,,,,ENG,Engineering
2103,joined,1,,Fields Joined by Delimiter,,,,,,,ENG,Engineering
2104,content,counts,,Content,,0,,,,,ENG,Engineering
2105,name,1,,Name,,,,,,,ENG,Engineering
2106,hdrcode,1,,HDR code,,,,,,,ENG,Engineering
2107,bodycode,counts,,Body code,,1,,,,,ENG,Engineering
2108,desc,counts,,Description,,1,,,,,ENG,Engineering
2174,sio_controller_timestamp,seconds since 1970-01-01,,Sio Controller Timestamp,,,,,,Sio controller timestamp - seconds since 1970-01-01,ENG,Engineering
2180,adcp_ambient_temp,deg_C,,Ambient Temperature,,2,,,,"ADCP Ancillary System Data produced in response to the ""PT2"" command.",ENG,Engineering
2181,adcp_attitude_temp,deg_C,,Attitude Temperature,,2,,,,"ADCP Ancillary System Data produced in response to the ""PT2"" command.",ENG,Engineering
2182,adcp_internal_moisture,1,,Internal Moisture,,,,,,"ADCP Ancillary System Data produced in response to the ""PT2"" command.",ENG,Engineering
2183,adcp_transmit_current,Amps,,Transmit Current,,4,,,,"ADCP Transmit Path produced in response to the ""PT4"" command.",ENG,Engineering
2184,adcp_transmit_voltage,V,,Transmit Voltage,,4,,,,"ADCP Transmit Path produced in response to the ""PT4"" command.",ENG,Engineering
2185,adcp_transmit_impedance,Ohms,,Transmit Impedance,,4,,,,"ADCP Transmit Path produced in response to the ""PT4"" command.",ENG,Engineering
2186,adcp_transmit_test_results,1,,Transmit Test Results,,,,,,"ADCP Transmit Path produced in response to the ""PT4"" command.",ENG,Engineering
2188,lily_leveling_status,1,,High-Resolution Re-level Status,,,,,,,ENG,Engineering
2221,botpt_iris_status_01,1,,Iris Status 1,,,,,,status provided by the IRIS- *9900XY-DUMP-SETTINGS command,ENG,Engineering
2222,botpt_iris_status_02,1,,Iris Status 2,,,,,,status provided by the IRIS- *9900XY-DUMP2command,ENG,Engineering
2223,botpt_lily_status_01,1,,Lily Status 1,,,,,,status provided by the LILY- *9900XY-DUMP-SETTINGScommand,ENG,Engineering
2224,botpt_lily_status_02,1,,Lily Status 2,,,,,,status provided by the LILY- *9900XY-DUMP2command,ENG,Engineering
2225,botpt_nano_status,1,,Nano Status,,,,,,status provided by the NANO- *0100IFcommand,ENG,Engineering
2226,ctd_time_offset,s,,CTD Time Correction Offset,,,,,,Time correction offset to compensate for clock drift.,ENG,Engineering
2228,passed_checksum,1,,Passed the Checksum,,,,,,Passed the checksum- False or True.,ENG,Engineering
2229,vel3d_l_date_time_array,1,,Date Time Array,,0,,,,Array of date and time values- yyyy- mm- dd- hh- mm- ss,AUX,Auxiliary
2230,vel3d_l_heading,degrees,,Instrument Heading,,4,,,,Instrument Heading,AUX,Auxiliary
2231,vel3d_l_tx,degrees,,X component of Tilt,,4,,,,X component of Tilt,AUX,Auxiliary
2232,vel3d_l_ty,degrees,,Y component of Tilt,,4,,,,Y component of Tilt,AUX,Auxiliary
2233,vel3d_l_hx,1,,Compass X,,4,,,,Cosine of the instrument's X Axis Rotation relative to magnetic north,AUX,Auxiliary
2234,vel3d_l_hy,1,,Compass Y,,4,,,,Cosine of the instrument's Y Axis Rotation relative to magnetic north,AUX,Auxiliary
2235,vel3d_l_hz,1,,Compass Z,,4,,,,Cosine of the instrument's Z Axis Rotation relative to magnetic north,AUX,Auxiliary
2236,vel3d_l_vp1,cm s-1,,Path Velocity 1,,4,,,,Path Velocity 1. Raw velocity data. cm/sec,ENG,Engineering
2237,vel3d_l_vp2,cm s-1,,Path Velocity 2,,4,,,,Path Velocity 2. Raw velocity data. cm/sec,ENG,Engineering
2238,vel3d_l_vp3,cm s-1,,Path Velocity 3,,4,,,,Path Velocity 3. Raw velocity data. cm/sec,ENG,Engineering
2239,vel3d_l_vp4,cm s-1,,Path Velocity 4,,4,,,,Path Velocity 4. Raw velocity data. cm/sec,ENG,Engineering
2241,vel3d_l_number_of_records,counts,,Number of Records in the File,,0,,,,Number of records in the file,ENG,Engineering
2242,vel3d_l_time_on,seconds since 1970-01-01,,Time Sensor Start - UTC,,0,,,,Time Sensor Start- seconds since 1970-01-01 UTC,ENG,Engineering
2243,vel3d_l_time_off,seconds since 1970-01-01,,Time Sensor Stop - UTC,,0,,,,Time Sensor Stop- seconds since 1970-01-01 UTC,ENG,Engineering
2244,vel3d_l_decimation_factor,1,,Full Decimation Factor,,0,,,,Full Decimation Factor,ENG,Engineering
2245,vel3d_l_controller_timestamp,seconds since 1970-01-01,,Controller timestamp - UTC,,0,,,,Controller timestamp- seconds since 1970-01-01 UTC,ENG,Engineering
2246,raw_time_seconds,seconds since 1970-01-01,,Seconds since 1970-01-01,,0,,,,Seconds since 1970-01-01,ENG,Engineering
2247,raw_time_microseconds,us,,Microsecond Portion of Seconds,,0,,,,Microsecond portion of seconds since 1970-01-01,ENG,Engineering
2248,vel3d_a_va,cm s-1,,Path Velocity Axis A,,2,,,,Path velocity axis A,ENG,Engineering
2249,vel3d_a_vb,cm s-1,,Path Velocity Axis B,,2,,,,Path velocity axis B,ENG,Engineering
2250,vel3d_a_vc,cm s-1,,Path Velocity Axis C,,2,,,,Path velocity axis C,ENG,Engineering
2251,vel3d_a_vd,cm s-1,,Path Velocity Axis D,,2,,,,Path velocity axis D,ENG,Engineering
2252,vel3d_a_hx,1,,Normalized X Component of the Magnetic Flux,,4,,,,Normalized X component of the magnetic flux,ENG,Engineering
2253,vel3d_a_hy,1,,Normalized Y Component of the Magnetic Flux,,4,,,,Normalized Y component of the magnetic flux,ENG,Engineering
2254,vel3d_a_hz,1,,Normalized Z Component of the Magnetic Flux,,4,,,,Normalized Z component of the magnetic flux,ENG,Engineering
2255,vel3d_a_tx,degrees,,X Component of the Instrument Tilt,,2,,,,X component of the instrument tilt in degrees,ENG,Engineering
2256,vel3d_a_ty,degrees,,Y Component of the Instrument Tilt,,2,,,,Y component of the instrument tilt in degrees,ENG,Engineering
2257,cdomflo,counts,,CDOM Measurement,,,,,CDOMFLO,Fluorometric CDOM Measurement is the unprocessed measurement output from the sensor. Units: counts,L0,Science
2258,chlaflo,counts,,Chlorophyll-a Measurement,,,,,CHLAFLO,Fluorometric chlorophyll-a unprocessed measurement output from the sensor. Units: counts,L0,Science
2259,ntuflo,counts,,Optical Backscatter Measurement,,,,,FLUBSCT,Optical Backscatter unprocessed measurement output from the sensor. Units: counts,L0,Science
2260,thsph_hie1,counts,,Vent Fluid pH Measurement - High,,,,,THSPHPH-YSZ,High temperature vent fluid pH electrode measurement. Units: counts,L0,Science
2261,thsph_hie2,counts,,Vent Fluid pH Measurement - Low,,,,,THSPHPH-AGCL,Low temperature vent fluid pH reference electrode measurement. Units: counts,L0,Science
2262,thsph_h2electrode,counts,,Hydrogen Measurement,,,,,THSPHHC-H2,Hydrogen electrode measurement at the high temperature location. Units: counts,L0,Science
2263,thsph_s2electrode,counts,,Hydrogen Sulfide Measurement,,,,,THSPHHS-H2S,Sulfide electrode measurement at the high temperature location. Units: counts,L0,Science
2264,thsph_thermocouple1,counts,,Vent Fluid Thermocouple Measurement - High,,,,,THSPHTE-TCH,Unprocessed thermocouple measurement of the high temperature vent fluid. Units: counts,L0,Science
2265,thsph_thermocouple2,counts,,Vent Fluid Thermocouple Measurement - Low,,,,,THSPHTE-TCL,Unprocessed thermocouple measurement of the low temperature fluid near the vent. Units: counts,L0,Science
2266,thsph_rthermistor,counts,,Reference Thermistor Measurement,,0,,,THSPHTE-REF,Unprocessed reference thermistor measurement at the electrical cold-junction in the sensor wand. Units: counts,L0,Science
2267,thsph_bthermistor,counts,,Internal Board Thermistor Measurement,,0,,,THSPHTE-INT,Unprocessed thermistor measurement inside the electronics pressure housing. Units: counts.,L0,Science
2272,adcps_jln_upward_seawater_velocity2,m s-1,,Upward Seawater Velocity,upward_sea_water_velocity,4,,,VELPROF-VLU,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the upward seawater velocity component. Units: m s-1,L1,Science
2273,adcps_jln_error_velocity2,m s-1,,Error Velocity,error_velocity,4,,,VELPROF-EVL,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the error component. Units: m s-1,L1,Science
2274,adcps_jln_eastward_seawater_velocity2,m s-1,,Eastward Seawater Velocity,eastward_sea_water_velocity,4,,,VELPROF-VLE,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the eastward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
2275,adcps_jln_northward_seawater_velocity2,m s-1,,Northward Seawater Velocity,northward_sea_water_velocity,4,,,VELPROF-VLN,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the northward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
2276,strain_pressure_sensor_serial_number,1,,Strain Pressure Sensor Serial Number,,,,,,,ENG,Engineering
2277,volt0_type,1,,Volt 0 Type,,,,,,,ENG,Engineering
2278,volt0_serial_number,1,,Volt 0 Serial Number,,,,,,,ENG,Engineering
2279,volt1_type,1,,Volt 1 Type,,,,,,,ENG,Engineering
2280,volt1_serial_number,1,,Volt 1 Serial Number,,,,,,,ENG,Engineering
2293,profiles,counts,,Profiles,,,,,,,ENG,Engineering
2294,scans_to_average,counts,,Scans to Average,,,,,,,ENG,Engineering
2295,min_cond_freq,counts,,Minimum Conductivity Frequency,,,,,,,ENG,Engineering
2296,pump_delay,counts,,Pump Delay,,,,,,,ENG,Engineering
2297,auto_run,1,,Auto Run,,,,,,,ENG,Engineering
2298,ignore_switch,1,,Ignore Switch,,,,,,,ENG,Engineering
2299,battery_type,1,,Battery Type,,,,,,,ENG,Engineering
2300,sbe63,1,,SBE63 Pressure Sensor Flag,,,,,,SBE63 pressure sensor flag (Installed?: yes or no),ENG,Engineering
2301,calphase,degrees,,Calibrated Phase,,3,,,,Calibrated phase,ENG,Engineering
2302,enable_temperature,1,,Inclusion of Temperature in the Output,,,,,,Inclusion of Temperature in the output,ENG,Engineering
2304,enable_humiditycomp,1,,Enable Humidity Compensation for Vapor Pressure,,,,,,Enable compensation for vapor pressure - disable only for use in dry air or external humidity compensation,ENG,Engineering
2305,enable_airsaturation,1,,Enable Air Saturation,,,,,,Controls inclusion of air saturation (%) in the output,ENG,Engineering
2306,enable_rawdata,1,,Enable Raw Data,,,,,,Controls inclusion of raw data in the output string,ENG,Engineering
2307,analog_output,1,,Analog Output,,,,,,Controls which parameter is presented at analog Output 1; O2Concentration- AirSaturation- CalPhase- Fixed1- Fixed2,ENG,Engineering
2308,interval,seconds,,Interval,,3,,,,Sampling Interval in seconds,ENG,Engineering
2310,ext_volt0,counts,,Dissolved Oxygen Measurement,,,,,DOCONCF,Dissolved Oxygen unprocessed measurement from the Fast Response (Fastrep) Dissolved Oxygen (DO) Instrument- with units in counts- representing volts.,L0,Science
2311,profiler_timestamp,seconds since 1970-01-01,,Surface-Piercing Profiler Timestamp - UTC,,0,,,,Timestamp in seconds since 1970-01-01 UTC.,ENG,Engineering
2312,last_character_controller_id,1,,Last Character Controller ID,,,,,,Last character of the controller's ID,ENG,Engineering
2313,day_of_year_number,1,,Day of Year Number,,,,,,1/1 is 0- 2/1 is 32- etc...,ENG,Engineering
2314,fraction_of_day,1,,Fraction of Day,,,,,,midnight is 0- noon is 5000- 13:30 is 5625- etc...,ENG,Engineering
2315,source_file,1,,Source File,,,,,,Full path to the source file,ENG,Engineering
2316,processing_time,1,,Processing Time,,,,,,Timestamp for when the source file was processed to ASCII,ENG,Engineering
2317,preprocessing_software_version,1,,Preprocessing Software Version,,,,,,Version of the preprocessing SW,ENG,Engineering
2318,start_date,1,,Start Date,,,,,,Date the profile started,ENG,Engineering
2319,channel_array,counts,,Downwelling Spectral Irradiance Measurement,,0,,,SPECTIR,This data product is the Downwelling Spectral Irrandiance unprocessed measurements from the following wavebands: 1 = 412nm- 2 = 443nm- 3 = 490nm- 4 = 510nm- 5 = 555nm- 6 = 620nm- 7 = 683nm. Units: counts,L0,Science
2320,nutnr_nitrogen_in_nitrate,mg/l,,Nitrogen in Nitrate,,,,,,Nitrogen in nitrate,ENG,Engineering
2321,nutnr_absorbance_at_254_nm,1,,Absorbance at 254 nm,,,,,,Absorbance at 254 nm,ENG,Engineering
2322,nutnr_absorbance_at_350_nm,1,,Absorbance at 350 nm,,,,,,Absorbance at 350 nm,ENG,Engineering
2323,nutnr_bromide_trace,mg/l,,Bromide Trace,,,,,,Bromide Trace,ENG,Engineering
2324,nutnr_spectrum_average,1,,Spectrum Average,,,,,,Spectrum Average,ENG,Engineering
2325,nutnr_dark_value_used_for_fit,1,,Dark Value Used for Fit,,,,,DARKAVG,Dark Value Used for Fit,ENG,Engineering
2326,nutnr_integration_time_factor,1,,Integration Time Factor,,,,,,Integration Time Factor,ENG,Engineering
2327,nutnr_voltage_int,V,,Internal Power Supply Voltage,,,,,APSVOLT,Internal Power Supply Voltage,ENG,Engineering
2328,nutnr_current_main,mA,,Main Current,,,,,MPSAMPS,Main Current,ENG,Engineering
2329,nutnr_fit_base_1,1,,Fit Base 1,,,,,,Fit Base 1,ENG,Engineering
2330,nutnr_fit_base_2,1,,Fit Base 2,,,,,,Fit Base 2,ENG,Engineering
2331,nutnr_fit_rmse,1,,Fit RMSE,,,,,ORMSERR,The Fit Root Mean Square Error (RMSE) is an error estimate in absorption units and represents the mean of the sum of the squared differences between the measured and fitted absorbance resulting from the onboard processing (linear- least-squares optimization fitting of the measured UV absorption spectrum).,ENG,Engineering
2332,nutnr_sensor_type,1,,Sensor Type,,,,,,Sensor Type,ENG,Engineering
2333,nutnr_sensor_version,1,,Sensor Version,,,,,,Sensor Version,ENG,Engineering
2334,nutnr_integrated_wiper,1,,Integrated Wiper,,,,,,Integrated Wiper,ENG,Engineering
2335,nutnr_ext_power_port,1,,External Power Port,,,,,,External Power Port,ENG,Engineering
2336,nutnr_lamp_shutter,1,,Lamp Shutter,,,,,,Lamp Shutter,ENG,Engineering
2337,nutnr_reference_detector,1,,Reference Detector,,,,,,Reference Detector,ENG,Engineering
2338,nutnr_wiper_protector,1,,Wiper Protector,,,,,,Wiper Protector,ENG,Engineering
2339,nutnr_super_capacitors,1,,Super Capacitors,,,,,,Super Capacitors,ENG,Engineering
2340,nutnr_psb_supervisor,1,,PCB Supervisor,,,,,,PCB Supervisor,ENG,Engineering
2341,nutnr_usb_communication,1,,USB Communication,,,,,,USB Communication,ENG,Engineering
2342,nutnr_relay_module,1,,Relay Module,,,,,,Relay Module,ENG,Engineering
2343,nutnr_sdi12_interface,1,,SDI-12 Interface,,,,,,SDI-12 Interface,ENG,Engineering
2344,nutnr_analog_output,1,,Analog Output,,,,,,Analog Output,ENG,Engineering
2345,nutnr_int_data_logging,1,,Internal Data Logging,,,,,,Internal Data Logging,ENG,Engineering
2346,nutnr_apf_interface,1,,APF Interface,,,,,,APF Interface,ENG,Engineering
2347,nutnr_scheduling,1,,Scheduling,,,,,,Scheduling,ENG,Engineering
2348,nutnr_lamp_fan,1,,Lamp Fan,,,,,,Lamp Fan,ENG,Engineering
2349,nutnr_sensor_address_lamp_temp,1,,Address of Lamp Temperature Sensor,,,,,,Address of Lamp Temperature Sensor,ENG,Engineering
2350,nutnr_sensor_address_spec_temp,1,,Address of Spectrometer Temperature Sensor,,,,,,Address of Spectrometer Temperature Sensor,ENG,Engineering
2351,nutnr_sensor_address_hous_temp,1,,Address of Housing Temperature Sensor,,,,,,Address of Housing Temperature Sensor,ENG,Engineering
2352,nutnr_serial_number_spec,1,,Spectrometer Serial Number,,,,,,Spectrometer Serial Number,ENG,Engineering
2353,nutnr_serial_number_lamp,1,,Lamp Serial Number,,,,,,Lamp Serial Number,ENG,Engineering
2354,nutnr_stupstus,1,,Setup Status,,,,,,Setup Status,ENG,Engineering
2358,nutnr_output_dark_frame,1,,Output Dark Frame,,,,,,Output Dark Frame,ENG,Engineering
2359,nutnr_logging_dark_frame,1,,Logging Dark Frame,,,,,,Logging Dark Frame,ENG,Engineering
2360,nutnr_timeresl,1,,Time Resolution,,,,,,Time Resolution,ENG,Engineering
2361,nutnr_log_file_type,1,,Log File Type,,,,,,Log File Type,ENG,Engineering
2362,nutnr_acqcount,counts,,Acquisition Counter,,,,,,Acquisition Counter,ENG,Engineering
2363,nutnr_cntcount,counts,,Continuous Counter,,,,,,Continuous Counter,ENG,Engineering
2364,nutnr_dac_nitrate_min,uMol,,DAC Minimum Nitrate,,,,,,DAC Minimum Nitrate,ENG,Engineering
2365,nutnr_dac_nitrate_max,uMol,,DAC Maximum Nitrate,,,,,,DAC Maximum Nitrate,ENG,Engineering
2366,nutnr_data_wavelength_low,nm,,Data Wavelength Low,,,,,,Data Wavelength Low,ENG,Engineering
2370,nutnr_msg_level,1,,Message Level,,,,,,Message Level,ENG,Engineering
2371,nutnr_msg_file_size,MB,,Message File Size,,,,,,Message File Size,ENG,Engineering
2372,nutnr_data_file_size,MB,,Data File Size,,,,,,Data File Size,ENG,Engineering
2373,nutnr_output_frame_type,1,,Output Frame Type,,,,,,Output Frame Type,ENG,Engineering
2374,nutnr_logging_frame_type,1,,Logging Frame Type,,,,,,Logging Frame Type,ENG,Engineering
2375,nutnr_data_wavelength_high,nm,,Data Wavelength High,,,,,,Data Wavelength High,ENG,Engineering
2376,nutnr_sdi12_address,1,,SDI 12 Address,,,,,,SDI 12 Address,ENG,Engineering
2377,nutnr_data_mode,1,,Data Mode,,,,,,Data Mode,ENG,Engineering
2378,nutnr_operating_mode,1,,Operation Mode,,,,,,Operation Mode,ENG,Engineering
2379,nutnr_operation_ctrl,1,,Operation Control,,,,,,Operation Control,ENG,Engineering
2380,nutnr_extl_dev,1,,External Device,,,,,,External Device,ENG,Engineering
2381,nutnr_ext_dev_prerun_time,s,,External Device Pre-run Time,,,,,,External Device Pre-run time,ENG,Engineering
